10-6187782,Ford,Phizackerly,35,737,account executive,expert,8,fphizackerly0@noaa.gov,392-416-2152,41298 Quincy Way,Yuan Renminbi,CNY,976.47,3.54E+15,3-Oct-17,31-Dec-99,TRUE
49-3775037,Bonita,Stitson,42,791,financial advisor,novice,6,bstitson1@house.gov,650-797-5520,575 Red Cloud Terrace,Koruna,CZK,783.99,3.54E+15,8-Jul-17,31-Dec-99,TRUE
10-9447877,Janet,Platfoot,38,921,store manager,novice,3,jplatfoot2@sbwire.com,822-356-0098,85 Summer Ridge Court,Yuan Renminbi,CNY,866.97,3.56E+15,15-Aug-17,31-Dec-99,TRUE
23-1210987,Winnah,Hatwell,40,71,financial advisor,middle,15,whatwell3@cornell.edu,913-163-0928,299 Blue Bill Park Place,Taka,BDT,571.76,6.05E+15,1-Dec-16,31-Dec-99,TRUE
79-2601925,Moore,Belf,60,277,retail sales consultant,experienced,14,mbelf4@nih.gov,506-670-3727,64534 Novick Pass,Rupiah,IDR,741.38,3.65E+13,30-May-17,31-Dec-99,TRUE
09-2379592,Sib,Quainton,54,432,account executive,experienced,15,squainton5@vk.com,848-555-1298,5 Bartillon Plaza,Krona,SEK,372.91,3.54E+15,12-May-17,31-Dec-99,TRUE
76-3415937,Tierney,Lavallin,50,451,assistant store manager,experienced,10,tlavallin6@omniture.com,709-422-0687,832 Graceland Pass,Euro,EUR,765.75,3.06E+13,12-Jul-17,31-Dec-99,TRUE
26-3709683,Fanchette,Heineke,27,333,sales representative,expert,2,fheineke7@lulu.com,557-170-6254,26016 Cambridge Center,Euro,EUR,928.85,3.57E+15,15-Jan-17,31-Dec-99,TRUE
14-2953904,Evanne,Steynor,52,492,assistant store manager,experienced,4,esteynor8@xrea.com,142-501-2109,128 Mendota Trail,Koruna,CZK,488.24,6.33E+18,4-Dec-16,31-Dec-99,TRUE
07-7780638,Linzy,Milner,60,813,store manager,middle,11,lmilner9@com.com,363-678-9558,3 Bay Way,Yuan Renminbi,CNY,870.26,6.77E+18,7-Mar-17,31-Dec-99,TRUE
28-8027406,Domenico,Chetter,26,48,sales coordinator,novice,2,dchettera@rakuten.co.jp,756-123-1278,5 Ronald Regan Terrace,Dalasi,GMD,849.65,5.60E+15,24-Nov-16,31-Dec-99,TRUE
58-6457929,Borg,Leakner,50,614,director of inside sales,experienced,13,bleaknerb@delicious.com,467-997-7015,94 Hollow Ridge Road,Peso,DOP,723.52,3.53E+15,20-Nov-16,31-Dec-99,TRUE
15-1755996,Tabina,Carradice,46,200,account executive,middle,14,tcarradicec@google.co.uk,992-341-3384,336 Vidon Hill,Gourde,HTG,805.86,6.76E+16,14-Aug-17,31-Dec-99,TRUE
61-2767739,Nickolas,Dressel,32,609,director of national sales,middle,3,ndresseld@mit.edu,208-280-6272,08023 Garrison Lane,Ruble,RUB,884.85,3.05E+13,21-Jul-17,31-Dec-99,TRUE
25-2812013,Sheela,Riddington,39,738,retail sales consultant,expert,14,sriddingtone@cdc.gov,469-110-9092,04 Crescent Oaks Park,Afghani,AFN,558.75,3.65E+13,12-May-17,31-Dec-99,TRUE
47-5961108,Petunia,Calles,38,73,assistant store manager,middle,9,pcallesf@free.fr,802-891-3622,72 Novick Drive,Peso,COP,519.44,3.54E+15,3-Feb-17,31-Dec-99,TRUE
92-4680404,Pooh,Littefair,33,956,sales coordinator,experienced,5,plittefairg@ed.gov,217-567-9447,27859 Morningstar Street,Krona,SEK,816.37,4.02E+15,4-May-17,31-Dec-99,TRUE
49-8046934,Wade,Kunat,38,355,retail sales consultant,experienced,2,wkunath@youku.com,270-783-0510,41 Montana Point,Euro,EUR,767.6,6.77E+15,4-Dec-16,31-Dec-99,TRUE
66-6151446,Nedi,McCarl,33,513,director of inside sales,novice,5,nmccarli@storify.com,831-405-6217,1950 Hintze Hill,Euro,EUR,898.57,5.02E+16,4-Dec-16,31-Dec-99,TRUE
