50-1307845,Marcelia,Relf,44,132,account executive,expert,10,mrelf0@amazon.co.jp,242-115-0559,98257 Lake View Junction,Rupiah,IDR,967.44,6.40E+15,14-Feb-17,31-Dec-99,TRUE
77-9893351,Silvain,Bischop,34,440,sales associate,novice,9,sbischop1@intel.com,667-987-1397,0953 Washington Terrace,Euro,EUR,774.64,2.01E+14,31-Dec-16,31-Dec-99,TRUE
12-6437970,Ermina,Glander,42,158,sales associate,expert,4,eglander2@sciencedaily.com,316-338-1665,80 Prentice Place,Taka,BDT,665.43,4.91E+15,8-Nov-17,31-Dec-99,TRUE
44-2370896,Roxane,Flaunier,60,958,executive vice president of sales,middle,13,rflaunier3@gravatar.com,554-363-8236,41148 Di Loreto Park,Yuan Renminbi,CNY,892.81,6.38E+15,2-Oct-17,31-Dec-99,TRUE
82-4175667,Datha,Winks,62,511,store manager,expert,5,dwinks4@linkedin.com,494-871-9183,4440 Anzinger Hill,Koruna,CZK,406.26,3.56E+15,26-Sep-17,31-Dec-99,TRUE
75-0447595,Davy,Gealy,64,248,retail sales consultant,expert,15,dgealy5@amazon.co.uk,687-552-4747,5382 Stuart Lane,Yuan Renminbi,CNY,552.51,3.06E+13,21-Sep-17,31-Dec-99,TRUE
67-3142638,Payton,Eddins,51,43,financial planner,experienced,12,peddins6@netlog.com,644-593-6303,294 Toban Crossing,Tugrik,MNT,754.96,4.04E+12,11-Aug-17,31-Dec-99,TRUE
85-5936023,Joell,Hansard,38,579,assistant store manager,expert,11,jhansard7@cyberchimps.com,127-136-4622,13736 Garrison Parkway,Yuan Renminbi,CNY,742.22,3.55E+15,2-Aug-17,31-Dec-99,TRUE
64-3955248,Grange,Vesty,22,350,store manager,experienced,1,gvesty8@cpanel.net,219-186-1380,1154 Bartelt Hill,Pound,EGP,425.19,3.53E+15,19-Dec-16,31-Dec-99,TRUE
77-1604233,Jennifer,Dibbe,21,407,sales associate,experienced,11,jdibbe9@foxnews.com,699-528-8277,78 Bartillon Pass,Yuan Renminbi,CNY,510.48,2.02E+14,19-Jun-17,31-Dec-99,TRUE
77-1135456,Gayelord,Bomb,54,78,sales representative,expert,10,gbomba@yahoo.co.jp,180-396-8980,40730 Sherman Trail,Franc,XOF,382.2,5.14E+15,1-Aug-17,31-Dec-99,TRUE
33-5216119,Dougy,Ginni,22,984,retail sales consultant,experienced,10,dginnib@harvard.edu,730-770-8842,4 Walton Terrace,Euro,EUR,740.95,3.57E+15,27-Nov-16,31-Dec-99,TRUE
96-6113811,Johnnie,McKernon,60,557,sales associate,middle,3,jmckernonc@prweb.com,481-140-7897,98413 Stone Corner Parkway,Koruna,CZK,873.98,3.04E+13,19-May-17,31-Dec-99,TRUE
33-5777729,Lauraine,Blabie,36,833,financial advisor,middle,8,lblabied@dedecms.com,121-288-5469,6645 Chinook Avenue,Rupee,NPR,366.6,4.02E+15,20-Aug-17,31-Dec-99,TRUE
50-3033048,Francois,Buzin,28,795,director of inside sales,middle,15,fbuzine@lycos.com,643-473-5404,96 Holy Cross Court,Rupiah,IDR,390.35,4.14E+12,14-Dec-16,31-Dec-99,TRUE
