89-5182557,Gertrud,Hammel,63,879,store manager,middle,7,ghammel0@desdev.cn,552-514-8441,4 Michigan Alley,Zloty,PLN,832.82,3.55E+15,7-Sep-17,31-Dec-99,TRUE
09-8180256,Perla,Mein,18,868,account executive,middle,7,pmein1@discovery.com,168-370-9743,70 Ilene Road,Real,BRL,355.64,3.58E+15,2-Feb-17,31-Dec-99,TRUE
83-8973181,Clayton,Gorini,29,348,account executive,expert,10,cgorini2@lycos.com,618-516-1481,6 Dakota Hill,Yuan Renminbi,CNY,361.85,3.55E+15,4-Sep-17,31-Dec-99,TRUE
98-3528741,Albertine,Pridgeon,65,336,director of national sales,middle,12,apridgeon3@gmpg.org,410-655-5211,54 Briar Crest Hill,Dollar,USD,557.89,3.53E+15,6-Oct-17,31-Dec-99,TRUE
97-8742078,Alyosha,Massow,43,867,store manager,expert,5,amassow4@flavors.me,916-841-8195,968 Macpherson Avenue,Dollar,USD,692,5.10E+15,14-Mar-17,31-Dec-99,TRUE
92-2491996,Claudius,Ravilus,24,613,sales associate,novice,8,cravilus5@washingtonpost.com,354-953-7292,2097 Mockingbird Street,Krone,DKK,397.36,3.58E+15,5-May-17,31-Dec-99,TRUE
02-9113172,Darby,Stopher,32,934,sales associate,novice,13,dstopher6@sbwire.com,391-244-7298,91286 Upham Terrace,Yuan Renminbi,CNY,880.89,5.60E+15,21-Feb-17,31-Dec-99,TRUE
95-5615073,Chickie,Godbald,25,352,sales representative,middle,4,cgodbald7@123-reg.co.uk,588-586-3073,66180 Emmet Way,Koruna,CZK,637.13,3.46E+14,11-Apr-17,31-Dec-99,TRUE
79-4782023,Dwayne,Goldthorpe,47,390,sales representative,middle,6,dgoldthorpe8@twitpic.com,863-148-7138,3 Gerald Lane,Ruble,RUB,471.44,5.10E+15,25-Jun-17,31-Dec-99,TRUE
90-2095568,Kamilah,Keedy,32,625,account executive,middle,8,kkeedy9@techcrunch.com,230-678-9399,76 Del Sol Park,Yuan Renminbi,CNY,690.19,3.72E+14,26-Aug-17,31-Dec-99,TRUE
09-4957452,Guenna,Jaffa,61,96,store manager,experienced,3,gjaffaa@bbc.co.uk,967-492-1920,05 Oakridge Center,Rupiah,IDR,655.66,4.92E+15,19-Oct-17,31-Dec-99,TRUE
99-2139752,Britni,Delbergue,55,669,sales director,expert,10,bdelbergueb@guardian.co.uk,479-969-0957,87787 Vahlen Alley,Ruble,RUB,963.58,5.10E+15,11-May-17,31-Dec-99,TRUE
17-3165363,Giraldo,Dreini,21,763,financial planner,expert,6,gdreinic@walmart.com,707-827-8520,5759 Vermont Crossing,Rupiah,IDR,868.29,3.56E+15,10-Oct-17,31-Dec-99,TRUE
71-8528785,Michale,Middlebrook,21,32,executive vice president of sales,middle,8,mmiddlebrookd@deliciousdays.com,825-397-6523,9575 High Crossing Drive,Rupiah,IDR,470.75,4.04E+12,6-Dec-16,31-Dec-99,TRUE
60-2234069,Megan,Pomeroy,22,375,financial planner,middle,9,mpomeroye@umn.edu,881-935-8107,4047 Lighthouse Bay Junction,Euro,EUR,628.21,5.25E+15,23-Jul-17,31-Dec-99,TRUE
68-2165831,Caesar,McGennis,23,393,sales coordinator,experienced,6,cmcgennisf@census.gov,319-316-6365,5 Commercial Plaza,Tenge,KZT,566.19,3.56E+15,10-Oct-17,31-Dec-99,TRUE
42-2068192,Bradney,Menguy,49,857,sales representative,novice,10,bmenguyg@prnewswire.com,771-982-8667,106 Scott Trail,Krona,SEK,790.71,6.76E+18,13-Feb-17,31-Dec-99,TRUE
70-2288443,Blondelle,Eastam,31,881,sales associate,middle,11,beastamh@jugem.jp,731-520-9280,2 Vidon Way,Euro,EUR,806.55,6.33E+15,29-May-17,31-Dec-99,TRUE
36-7658227,Dian,Binion,60,756,executive vice president of sales,middle,10,dbinioni@joomla.org,425-167-6696,0 Tomscot Hill,Euro,EUR,468.99,3.54E+15,7-Jul-17,31-Dec-99,TRUE
