DO41 JSYR 2263 9028 2479 1813 4106,Crimson,sporty chic,swimwear,bra,Crimson,46,50.54,9104,13-Feb-16,31-Dec-99,TRUE
IT02 V960 8140 1107 PITM 2I0T UHK,Green,abstraction,swimwear,bra,Green,79,18.24,9077,14-Mar-17,31-Dec-99,TRUE
FR82 2122 1935 30SE ZREM EEBU I51,Indigo,effect of seduction,swimwear,bra,Indigo,24,99.9,4788,30-Jan-17,31-Dec-99,TRUE
GI47 SZLK K9X9 MGWV 5KKI Z61,Green,striped hit,swimwear,bra,Green,51,47.41,7419,20-Jul-14,31-Dec-99,TRUE
RS90 6586 3486 5374 0165 33,Turquoise,breath of wandering,swimwear,bra,Turquoise,35,0.36,1673,27-Jun-14,31-Dec-99,TRUE
ME14 0891 9327 3196 1067 03,Purple,colourful dreams,swimwear,bra,Purple,21,9.01,6036,31-Jul-17,31-Dec-99,TRUE
GR79 9898 603E FUD1 AHFN VW5S CV1,Pink,breath of wandering,swimwear,bra,Pink,58,8.54,1399,20-Jul-17,31-Dec-99,TRUE
KW70 EKWV MKDX YGUT RC31 WF6D 9MDY HS,Aquamarine,effect of seduction,swimwear,bra,Aquamarine,15,16.49,3918,11-May-12,31-Dec-99,TRUE
GB97 SHSW 3903 5647 8473 75,Turquoise,mood,swimwear,bra,Turquoise,28,66.97,1167,9-Sep-17,31-Dec-99,TRUE
FR61 7061 3702 18RH SGTP Y1IN 759,Pink,flower island,swimwear,bra,Pink,55,27.47,5094,1-Jan-17,31-Dec-99,TRUE
SM88 Y400 2899 730H RGFB JMOH RQT,Puce,movement,swimwear,bra,Puce,79,41.2,6419,10-Sep-13,31-Dec-99,TRUE
FR72 7779 5620 15IC MCVV TRI5 K06,Teal,flower island,swimwear,bra,Teal,2,71.08,6877,27-Sep-17,31-Dec-99,TRUE
AE40 5385 5134 0650 5891 116,Turquoise,effect of seduction,swimwear,bra,Turquoise,61,78.74,4206,28-Nov-14,31-Dec-99,TRUE
PK15 NVZX RHXZ 15BU F4W6 LXAD,Green,abstraction,swimwear,bra,Green,63,72.86,6392,4-Nov-15,31-Dec-99,TRUE
LU05 201N PSH9 NZYL 69MX,Blue,flower island,swimwear,bra,Blue,78,9.48,2268,7-Jul-16,31-Dec-99,TRUE
PK66 KLBD UE6Z 39AN AAFA XH3I,Purple,colourful dreams,swimwear,bra,Purple,46,79.15,5304,19-May-13,31-Dec-99,TRUE
GB50 DCVH 5766 4902 7060 60,Mauv,breath of wandering,swimwear,bra,Mauv,3,18.98,2102,18-Jan-13,31-Dec-99,TRUE
GE21 BU40 5973 3903 4233 04,Violet,flower island,swimwear,bra,Violet,1,95.11,2165,22-Jul-15,31-Dec-99,TRUE
FR36 0509 7705 63NR E1CF FJSO U56,Mauv,van gogh,swimwear,bra,Mauv,33,88.44,6881,4-Mar-13,31-Dec-99,TRUE
MD16 KJZ7 VSAS 11LP OSAB ISOV,Puce,movement,swimwear,bra,Puce,52,32.24,5777,30-Nov-12,31-Dec-99,TRUE
BA71 2180 0982 8267 0514,Turquoise,sporty chic,swimwear,bra,Turquoise,51,29.62,5568,27-Oct-15,31-Dec-99,TRUE
