72-7855452,Josh,Lillicrap,41,935,assistant store manager,expert,7,jlillicrap0@comcast.net,380-417-3894,1839 Kinsman Center,Euro,EUR,451.13,2.02E+14,16-Dec-16,31-Dec-99,TRUE
30-6732019,Lief,Onthank,37,149,financial advisor,experienced,9,lonthank1@dmoz.org,546-586-9767,10 Waubesa Alley,Euro,EUR,391.65,3.53E+15,8-Feb-17,31-Dec-99,TRUE
43-8157282,Bernard,Harbor,54,790,assistant store manager,expert,7,bharbor2@scribd.com,915-165-8857,88807 Brown Circle,Euro,EUR,512.88,3.54E+15,6-Mar-17,31-Dec-99,TRUE
84-6876254,Jerry,Shoebottom,64,570,retail sales consultant,novice,11,jshoebottom3@epa.gov,474-596-3514,29731 Arrowood Junction,Peso,PHP,985.43,3.54E+15,14-Dec-16,31-Dec-99,TRUE
40-9990846,Nert,Gludor,19,996,store manager,expert,15,ngludor4@google.pl,697-451-4970,3697 Schurz Parkway,Yuan Renminbi,CNY,521.23,5.10E+15,21-Feb-17,31-Dec-99,TRUE
89-3986014,Zia,Sweetenham,33,384,financial planner,middle,6,zsweetenham5@economist.com,456-675-3730,8863 Spohn Terrace,Bolivar,VEF,968.21,3.59E+15,2-Aug-17,31-Dec-99,TRUE
77-6183691,Edna,Bambury,23,733,director of inside sales,expert,10,ebambury6@unicef.org,811-303-0545,45 Del Sol Park,Peso,MXN,827.22,6.33E+15,18-Mar-17,31-Dec-99,TRUE
46-2565836,Lanny,Duferie,42,292,sales associate,novice,14,lduferie7@sun.com,656-899-0983,9230 Red Cloud Way,Won,KRW,884.89,5.24E+15,28-Dec-16,31-Dec-99,TRUE
25-4666854,Darlene,Shoreson,39,216,retail sales consultant,expert,10,dshoreson8@imageshack.us,352-336-8085,7 Clemons Circle,Real,BRL,549.84,5.60E+15,4-Apr-17,31-Dec-99,TRUE
29-9563748,Raphaela,Tripney,47,291,director of inside sales,experienced,11,rtripney9@vinaora.com,940-341-8598,072 Esker Center,Yuan Renminbi,CNY,415.21,4.04E+15,24-Aug-17,31-Dec-99,TRUE
73-3671267,Leoine,Lenin,61,956,sales director,expert,3,llenina@salon.com,194-507-2780,9715 Homewood Street,Yuan Renminbi,CNY,740.38,4.94E+17,23-Jun-17,31-Dec-99,TRUE
28-0982335,Kaja,Jeskin,46,219,financial advisor,experienced,12,kjeskinb@msn.com,532-602-5312,044 Macpherson Plaza,Rupiah,IDR,624.46,3.58E+15,18-Dec-16,31-Dec-99,TRUE
76-6803343,Andris,Stalley,55,738,sales associate,expert,12,astalleyc@eepurl.com,817-786-5931,8288 Mandrake Junction,Rand,ZAR,431.59,3.57E+15,9-Jun-17,31-Dec-99,TRUE
71-4376548,Becky,Landes,23,893,assistant store manager,middle,13,blandesd@sina.com.cn,875-543-8455,70 Comanche Road,Ruble,BYR,365.23,3.54E+15,6-Sep-17,31-Dec-99,TRUE
31-3100573,Artie,Huyton,31,565,financial advisor,middle,4,ahuytone@hexun.com,274-971-7508,78813 Roth Park,Rupiah,IDR,506.28,3.72E+14,27-May-17,31-Dec-99,TRUE
86-5203928,Terrie,MacFall,20,345,director of national sales,experienced,4,tmacfallf@reddit.com,523-686-0614,9728 Loftsgordon Pass,Euro,EUR,751.57,6.33E+17,1-Mar-17,31-Dec-99,TRUE
